参与,cānyù,participate (in sth.); attach oneself to,我参与了这次活动。,Wǒ cānyùle zhè cì huódòng.,I participated in this activity.
彼此,bǐcǐ,each other; one another,我们彼此相爱。,Wǒmen bǐcǐ xiāng'ài.,We're in love with each other.
到达,dàodá,to reach; arrive,我终于到达了山顶。,Wǒ zhōngyú dàodále shāndǐng.,I finally got to the top of the mountain.
显示,xiǎnshì,display illustrate to show,请按电脑的显示操作。,Qǐng àn diànnǎo de xiǎnshì cāozuò.,Please operate it according to the computer instructions.
立刻,lìkè,immediately; at once; right away,我立刻回家。,Wǒ lìkè huíjiā.,I'll return home immediately.
吐,tù,to vomit; throw up,蚕会吐丝。,Cán huì tǔsī.,Silkworms produce silk.
取消,qǔxiāo,cancel; cancellation; abolish,由于下雨，比赛取消了。,Yóuyú xiàyǔ bǐsài qǔxiāo le.,Due to the rain the game has been canceled.
等待,děngdài,to wait (for); expect,他在耐心地等待。,Tā zài nàixīn de děngdài.,He's waiting patiently.
离婚,lí hūn,to divorce; divorced from (one's spouse),,,
尽力,jìn lì,do one's best; to strive as much as possible,她尽力往前跑。,Tā jìnlì wǎng qián pǎo.,She is running on ahead as best she can.
庆祝,qìngzhù,celebrate,他们设宴为我庆祝。,Tāmen shèyàn wèi wǒ qìngzhù.,They held a banquet to celebrate in my honor.
假装,jiǎzhuāng,pretend to be; feign; make believe,女朋友生气了，假装不理我。,Nǚ péngyou shēngqì le jiǎzhuāng bùlǐ wǒ.,My girlfriend is angry and is pretending to ignore me.
吹,chuī,to blow; to blast; to puff,风把气球吹走了。,Fēng bǎ qìqiú chuīzǒu le.,The wind has blown the balloon away.
在乎,zàihu,care about; be determined by; to mind,我不在乎。,Wǒ bù zàihu.,I don't care.
状况,zhuàngkuàng,condition; state; situation,他们在研究目前的状况。,Tāmen zài yánjiū mùqián de zhuàngkuàng.,They're studying the present situation.
心脏,xīnzàng,heart,他有心脏病。,Tā yǒu xīnzàngbìng.,He has heart disease.
似的,shìde,seems as if; rather like,,,
国王,guówáng,king,他是国王。,Tā shì guówáng.,He's the king.
项目,xiàngmù,program; item; project,我们合作完成了这个项目。,Wǒmen hézuò wánchéngle zhège xiàngmù.,We worked together to complete the project.
集中,jízhōng,concentrate; to focus; amass,请集中注意力。,Qǐng jízhōng zhùyìlì.,Please concentrate.
实话,shíhuà,truth,说 实话陈 先生 应该 节食。,Shuō shíhuà Chén xiānsheng yīnggāi jiéshí.,To tell the truth Mr. Chen should go on a diet.
表情,biǎoqíng,(facial) expression; express one's feelings,他们的表情很严肃。,Tāmen de biǎoqíng hěn yánsù.,They look serious.
冒险,màoxiǎn,take a risk; take chances,他喜欢冒险。,Tā xǐhuan màoxiǎn.,He loves going on adventures.
胜利,shènglì,victory; triumph,奖杯代表了胜利。,Jiǎngbēi dàibiǎole shènglì.,The trophy signifies victory.
官,guān,an official; organ; governmental,他是法官。,Tā shì fǎguān.,He is a judge.
期待,qīdài,look forward to; await; expectation,她期待幸福的婚姻。,Tā qīdài xìngfú de hūnyīn.,She looks forward to a happy marriage.
保险,bǎoxiǎn,insurance; insure; safe,他在向我们推销保险。,Tā zài xiàng wǒmen tuīxiāo bǎoxiǎn.,He is selling insurance to us.
单独,dāndú,alone,,,
专家,zhuānjiā,expert; specialist,他是电脑专家。,Tā shì diànnǎo zhuānjiā.,He is a computer expert.
赶快,gǎnkuài,at once; immediately,任务当前要赶快做。,Rènwu dāngqián yào gǎnkuài zuò.,The task should be started right away.
风格,fēnggé,style,她做事有自己的风格。,Tā zuòshì yǒu zìjǐ de fēnggé.,She has her own style of doing things.
机器,jīqì,machine,他在修理机器。,Tā zài xiūlǐ jīqì.,He's repairing the machine.
尽快,jǐnkuài,as quickly as possible,请尽快修改这个地方。,Qǐng jìnkuài xiūgǎi zhège dìfang.,Please revise this as soon as possible.
价值,jiàzhí,value; worth,这颗钻石价值很高。,Zhè kē zuànshí jiàzhí hěn gāo.,This diamond is very high in value.
切,qiē,to cut; to chop,他亲切地问候我。,Tā qīnqiè de wènhòu wǒ.,He sent me his warm regards.
墙,qiáng,wall,爬山虎巴在墙上。,Páshānhǔ bā zài qiáng shàng.,The ivy is clinging to the wall.
彻底,chèdǐ,thorough; complete; completely,她们在进行彻底的大扫除。,Tāmen zài jìnxíng chèdǐ de dàsǎochú.,They're doing a thorough cleaning.
翻,fān,to turn over; capsize; translate,他把书翻到下一页。,Tā bǎ shū fān dào xià yī yè.,He turned to the next page.
摆,bǎi,to put (on); arrange; to sway; pendulum,桌上摆了很多菜。,Zhuō shàng bǎile hěn duō cài.,There are a lot of dishes on the table.
请求,qǐngqiú,to request; ask,他请求女朋友的原谅。,Tā qǐngqiú nǚpéngyou de yuánliàng.,He's pleading for his girlfriend's forgiveness.
命运,mìngyùn,fate; destiny,我要主宰自己的命运。,Wǒ yào zhǔzǎi zìjǐ de mìngyùn.,I want to be master of my own destiny.
特殊,tèshū,special; particular; extraordinary; unusual,榴槤的气味很特殊。,Liúlián de qìwèi hěn tèshū.,Durians have a very distinctive smell.
老实,lǎoshi,honest; sincere; naive; simpleminded,他很敦厚老实。,Tā hěn dūnhòu lǎoshi.,He's very honest and sincere.
年代,niándài,decade; era,我出生在80年代。,Wǒ chūshēng zài bāshí niándài.,I was born in the 1980s.
士兵,shìbīng,soldier,士兵们正在操练。,Shìbīngmen zhèng zài cāoliàn.,The soldiers are performing a drill.
以来,yǐlái,since (a previous event),从上周以来，他一直很忙。,Cóng shàng zhōu yǐlái tā yìzhí hěn máng.,He has been busy since last week.
屋子,wūzi,room; house,屋子里很黑。,Wūzi lǐ hěn hēi.,It's very dark in the room.
制造,zhìzào,manufacture; make,工厂制造产品。,Gōngchǎng zhìzào chǎnpǐn.,Factories manufacture products.
退,tuì,to retreat; decline; withdraw,我国的退休年龄是六十岁。,Wǒ guó de tuìxiū niánlíng shì liùshí suì.,The retirement age in my country is 60.
戒,jiè,warn against; swear off,我从昨天开始戒烟。,Wǒ cóng zuótiān kāishǐ jièyān.,I've stopped smoking as of yesterday.
戒指,jièzhi,(finger) ring,他用钻石戒指向我求婚。,Tā yòng zuànshí jièzhi xiàng wǒ qiúhūn.,He proposed to me with a diamond ring.
洞,dòng,cave; hole,这个洞很深。,Zhège dòng hěn shēn.,This hole is very deep.
作品,zuòpǐn,works (of literature and art),这是我的原创作品。,Zhè shì wǒ de yuánchuàng zuòpǐn.,This is an original work I created.
则,zé,standard; regulation; however; in that case,过马路要遵守交通规则。,Guò mǎlù yào zūnshǒu jiāotōng guīzé.,When crossing the road we have to obey the traffic regulations.
去世,qùshì,pass away; die,奶奶两年前去世了。,Nǎinai liǎng nián qián qùshì le.,My grandmother died two years ago.
规则,guīzé,rule; law; regulation,过马路要遵守交通规则。,Guò mǎlù yào zūnshǒu jiāotōng guīzé.,When crossing the road we have to obey the traffic regulations.
说服,shuō fú,persuade; convince,他想说服他们。,Tā xiǎng shuìfú tāmen.,He is trying to persuade/convince them.
产生,chǎnshēng,to produce; emerge; to cause,新问题不断产生。,Xīn wèntí búduàn chǎnshēng.,New problems are continuing to emerge.
布,bù,cloth; announce; to spread,这些布很漂亮。,Zhèixiē bù hěn piàoliang.,The cloth is very beautiful.
时代,shídài,age; era; period,人类已经迈向了科技时代。,Rénlèi yǐjīng mài xiàng le kējì shídài.,Mankind has entered a technological era.
接触,jiēchù,come into contact with,两岸应该多多接触。,Liǎng'Àn yīnggāi duōduō jiēchù.,There should be more contact across the strait.
卡车,kǎchē,truck,他是卡车司机。,Tā shì kǎchē sījī.,He's a truck driver.
规矩,guīju,rule; custom,吃喜酒送红包是老规矩。,Chī xǐjiǔ sòng hóngbāo shì lǎoguīju.,It is an old tradition to give a red envelope when one attends a wedding banquet.
部门,bùmén,department; branch; section,他们是人事部门的员工。,Tāmen shì rénshì bùmén de yuángōng.,They are working in the personnel department.
基本,jīběn,basic; fundamental,工作基本完成了。,Gōngzuò jīběn wánchéng le.,The work is basically finished.
分析,fēnxī,analyze; analysis,我们在作化学分析。,Wǒmen zài zuò huàxué fēnxī.,We're performing chemical analysis.
地区,dìqū,an area; a region; a district,我被派到贫困地区工作。,Wǒ bèi pàidào pínkùn dìqū gōngzuò.,I was sent to work in poor areas.
导致,dǎozhì,lead to; bring about; to cause,交通事故导致塞车。,Jiāotōng shìgù dǎozhì sāichē.,The traffic accident has caused a traffic jam.
对待,duìdài,to treat,她对待客人很友好。,Tā duìdài kèren hěn yǒuhǎo.,She's friendly to the guests.
主人,zhǔrén,master; host; owner,,,
宣布,xuānbù,announce; declare; proclaim,主持人宣布会议开始。,Zhǔchírén xuānbù huìyì kāishǐ.,The host announced the opening of the meeting.
空间,kōngjiān,space,教室的活动空间很小。,Jiàoshì de huódòng kōngjiān hěn xiǎo.,There is little space for students to move around in the classroom.
油炸,yóuzhá,deep fry,,,
念,niàn,read aloud; to study; to miss or think of somebody,我念小学五年级。,Wǒ niàn xiǎoxué wǔ niánjí.,I'm in the fifth grade in elementary school.
想念,xiǎngniàn,to miss; remember with longing; long to see again,我很想念你。,Wǒ hěn xiǎng niàn nǐ.,I miss you very much.
程序,chéngxù,procedure; sequence; program,他改变了工作程序。,Tā gǎibiànle gōngzuò chéngxù.,He modified the job procedures.
炒,chǎo,to stir-fry; saute,王 小姐 有时 吃 红椒炒肉。,Wáng xiǎojiě yǒushí chī hóngjiāo chǎoròu.,Ms. Wang sometimes eats pork fried with red pepper.
情绪,qíngxù,emotion; sentiment; mood; morale,他的情绪很激动。,Tā de qíngxù hěn jīdòng.,He's in an excited mood.
创造,chuàngzào,create; bring about; creativity,他创造了新纪录。,Tā chuàngzàole xīn jìlù.,He's set a new record.
范围,fànwéi,scope; range; limits; extent,公司的经营范围很广。,Gōngsī de jīngyíng fànwéi hěn guǎng.,The company's business operations are broad in scope.
称,chēng,weigh; to call; be called,中华人民共和国简称中国。,Zhōnghuá Rénmín Gònghéguó jiǎnchēng Zhōngguó.,The People's Republic of China is shortened to China.
尽量,jǐnliàng,as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill),,,
亲自,qīnzì,personally,她 决定 亲自 去 一 趟。,Tā juédìng qīnzì qù yí tàng.,She decided to go in person.
石头,shítou,stone; rock,妹妹去海边捡石头。,Mèimei qù hǎibiān jiǎn shítou.,My younger sister has gone to the seashore to collect stones.
顶,dǐng,top; roof; carry on one's head; prop up; to butt; (mw for headwear i.e. hats),我终于到达了山顶。,Wǒ zhōngyú dàodále shāndǐng.,I finally got to the top of the mountain.
细节,xìjié,details; particulars,这篇文章没有细节。,Zhè piān wénzhāng méiyǒu xìjié.,This article doesn't have details.
道理,dàolǐ,reason; sense; argument,你这么说，很有道理。,Nǐ zhème shuō hěn yǒu dàoli.,Saying it this way makes it sound very logical.
运气,yùnqi,luck,,,
喊,hǎn,call; cry; shout,请不要大声叫喊。,Qǐng búyào dà shēng jiàohǎn.,Please don't shout.
制作,zhìzuò,make; manufacture,这些物品都是手工制作的。,Zhèxiē wùpǐn dōu shì shǒugōng zhìzuò de.,These articles are all hand-made.
相处,xiāngchǔ,get along; interact,老师和学生相处得很好。,Lǎoshī hé xuésheng xiāngchǔ de hěn hǎo.,The teachers and students get on well with each other.
度过,dùguò,spend; to pass,我在国外度过了假期。,Wǒ zài guówài dùguòle jiàqī.,I spent the holidays abroad.
奇迹,qíjì,miracle; miraculous; marvel,长城是七大奇迹之一。,Chángchéng shì qī dà qíjì zhī yī.,The Great Wall is one of the seven wonders of the world.
媒体,méitǐ,(news) media; medium,媒体炒作那个话题。,Méitǐ chǎozuò nèige huàtí.,The media hypes up that topic.
赶紧,gǎnjǐn,at once; hurriedly; lose no time,,,
匹,pǐ,ordinary person; (mw for horses bolt of cloth),草地上有两匹马。,Cǎodì shàng yǒu liǎng pǐ mǎ.,There are two horses in the meadow.
建立,jiànlì,establish; to construct; to set up,他们建立了合作关系。,Tāmen jiànlìle hézuò guānxi.,They established a cooperative relationship.
无所谓,wúsuǒwèi,doesn't matter; be indifferent,我无所谓。,Wǒ wúsuǒwèi.,I don't care.
表达,biǎodá,to express; to voice; convey,选举的结果表达了人民的意愿。,Xuǎnjǔ de jiéguǒ biǎodá le rénmín de yìyuàn.,The result of the election expressed the people's will.
一辈子,yị̄bèizi,(for) a lifetime; all one's life,,,
神秘,shénmì,mysterious; mystical,那位客人很神秘。,Nà wèi kèren hěn shénmì.,That guest is mysterious.
实现,shíxiàn,achieve; to implement,希望我的愿望会实现。,Xīwàng wǒ de yuànwàng huì shíxiàn.,I hope my dream will come true.
政治,zhèngzhì,politics,我喜欢看政治新闻。,Wǒ xǐhuan kàn zhèngzhì xīnwén.,I like to read political news.
巨大,jùdà,immense; enormous; very large,这里有一个巨大的蛋糕。,Zhèli yǒu yī gè jùdà de dàngāo.,Here's a giant cake.
对手,duìshǒu,opponent; adversary; match,我们要与对手竞争。,Wǒmen yào yǔ duìshǒu jìngzhēng.,We must compete with our opponents.
刺激,cìjī,exciting; provoke; irritate,看足球比赛很刺激。,Kàn zúqiú bǐsài hěn cìjī.,Watching football games is thrilling.
凭,píng,lean against; evidence; proof; no matter (what/how/etc.),ATM凭卡取钱。,ATM píng kǎ qǔqián.,One can withdraw cash from an ATM machine using a card.
废话,fèihuà,nonsense; rubbish,,,
掌握,zhǎngwò,to grasp; to master; to control,他掌握着公司的大权。,Tā zhǎngwòzhe gōngsī de dàquán.,He holds the power in the company.
脖子,bózi,neck,,,
玩具,wánjù,plaything; toy,孩子们在玩玩具。,Háizǐmen zài wán wánjù.,The children are playing with their toys.
满足,mǎnzú,satisfy; meet (the needs of),购物让女人满足。,Gòuwù ràng nǚrén mǎnzú.,Shopping can satisfy a woman./Shopping makes the women satisfied
传统,chuántǒng,tradition; traditional,他是个反传统的人。,Tā shì gè fǎn chuántǒng de rén.,He's an unconventional man.
重复,chóngfù,to repeat; to duplicate,你不需要重复的表达。,Nǐ bù xūyào chóngfù de biǎodá.,You don't need to repeat yourself.
欣赏,xīnshǎng,appreciate; enjoy; admire,他在欣赏这幅作品。,Tā zài xīnshǎng zhè fú zuòpǐn.,He's appreciating the work.
和平,hépíng,peace,人人都应当捍卫世界和平。,Rénrén dōu yīngdāng hànwèi shìjiè hépíng.,It's everyone's duty to defend world peace.
支票,zhīpiào,(bank) check,,,
理论,lǐlùn,theory,他在说明自己的理论。,Tā zài shuōmíng zìjǐ de lǐlùn.,He's explaining his theory.
角度,jiǎodù,angle; point of view,这个摄影角度不对。,Zhège shèyǐng jiǎodù búduì.,This isn't the right angle to photograph from.
年纪,niánjì,age,他年纪不大，却是个秃头。,Tā niánjì bù dà què shì ge tūtóu.,He is not old yet he is bald.
观察,guānchá,observe; to watch; to survey,她在观察昆虫。,Tā zài guānchá kūnchóng.,She's observing the insects.
老鼠,lǎoshǔ,rat; mouse,老鼠在偷吃面包。,Lǎoshǔ zài tōuchī miànbāo.,The mouse is stealing the bread.
龙,lóng,dragon (Kangxi radical 212),成龙 很 有名。,Chéng Lóng hěn yǒumíng.,Jackie Chan is very famous.
盖,gài,lid; top; cover; to build,大雪掩盖着道路。,Dàxuě yǎngàizhe dàolù.,Heavy snow has covered the roads.
移动,yídòng,to move,他们在移动家具。,Tāmen zài yídòng jiājù.,They're moving the furniture.
不断,búduàn,unceasing; uninterrupted; continuously,地球在不断地演变。,Dìqiú zài bùduàn de yǎnbiàn.,The earth is constantly evolving.
公主,gōngzhǔ,princess,她幻想自己是公主。,Tā huànxiǎng zìjǐ shì gōngzhǔ.,She's imagining that she is a princess.
滑,huá,slippery; cunning; crafty,他们从山坡上滑下来了。,Tāmen cóng shānpō shàng huá xiàlái le.,They're sliding down the slope.
摸,mō,to touch; to stroke; fish out; feel out,,,
思考,sīkǎo,reflect on; ponder; consider,她正在思考问题。,Tā zhèng zài sīkǎo wèntí.,She's thinking.
关闭,guānbì,close; shut,这家工厂被关闭了。,Zhè jiā gōngchǎng bèi guānbì le.,The factory was closed.
幻想,huànxiǎng,delusion; fantasy; illusion,她幻想自己是公主。,Tā huànxiǎng zìjǐ shì gōngzhǔ.,She's imagining that she is a princess.
甩,shuǎi,to throw; to fling; to swing; cast off,他们向右甩胳膊。,Tāmen xiàngyòu shuǎi gēbo.,They swing their arms to the right.
伙伴,huǒbàn,partner (for an activity); friend; pal,我们建立了伙伴关系。,Wǒmen jiànlìle huǒbàn guānxi.,We've established a partnership.
插,chā,to insert; stick in; pierce,不能插队。,Bù néng chāduì.,Don't cut in line.
达到,dá dào,achieve; attain; to reach,我达到目的了。,Wǒ dádào mùdì le.,I achieved the goal.
总之,zǒngzhī,in a word; in short; in brief / anyway; anyhow,,,
亮,liàng,bright; light; shiny,这朵花很漂亮。,Zhè duǒ huā hěn piàoliang.,This flower is very pretty.
程度,chéngdù,degree; extent; level,你的汉语程度如何？,Nǐ de Hànyǔ chéngdù rúhé?,What's your level of Chinese?
碎,suì,broken; break into pieces,核桃被压碎了。,Hétao bèi yāsuì le.,The walnuts have been crushed to pieces.
在于,zàiyú,lie in; be in; rest with; depend on,生命在于运动。,Shēngmìng zàiyú yùndòng.,Life depends on sports.
教训,jiàoxun,lesson; teach someone or learn a lesson; a moral,这件事给了他一个教训。,Zhèjiàn shì gěi le tā yíge jiàoxùn.,This situation gave him a lesson.
权力,quánlì,power; authority,公司赋予他很大的权力。,Gōngsī fùyǔ tā hěn dà de quánlì.,The company has given him a lot of power.
稳定,wěndìng,stable; steady,他的成绩很稳定。,Tā de chéngjì hěn wěndìng.,He has stable school grades.
尊敬,zūnjìng,respect; revere,我们要尊敬老人。,Wǒmen yào zūnjìng lǎorén.,We should respect the elderly.
玻璃,bōli,glass; nylon; plastic,玻璃碎了。,Bōli suì le.,The glass shattered.
数据,shùjù,data; numbers; digital,我们在分析数据。,Wǒmen zài fēnxī shùjù.,We're analyzing the data.
坚强,jiānqiáng,strong; staunch,他很坚强可以承受任何打击。,Tā hěn jiānqiáng kěyǐ chéngshòu rènhé dǎjī.,He is very strong and can take any attack.
勇气,yǒngqì,courage; valor,,,
员工,yuángōng,employee; staff; personnel,他们是人事部门的员工。,Tāmen shì rénshì bùmén de yuángōng.,They are working in the personnel department.
好奇,hàoqí,curious,小孩子对很多东西都很好奇。,Xiǎo háizi duì hěn duō dōngxi dōu hěn hàoqí.,Kids are curious about many things.
了不起,liǎobuqǐ,incredible; extraordinary; great; amazing,,,
砍,kǎn,to chop; cut down,他们砍了一棵树。,Tāmen kǎnle yī kē shù.,They've cut down a tree.
假设,jiǎshè,suppose that; hypothesis; conjecture,这个假设不成立。,Zhège jiǎshè bù chénglì.,This assumption doesn't hold water.
土地,tǔdì,land; territory; soil,这块土地很干。,Zhè kuài tǔdì hěn gān.,This land is very dry.
借口,jièkǒu,excuse,曹 经理 不 能 相信 他 的 借口。,Cáo jīnglǐ bù nénɡ xiāngxìn tā de jièkǒu.,Manager Cao can't believe his excuse.
抱怨,bàoyuàn,complain; grumble,他抱怨工作太难。,Tā bàoyuàn gōngzuò tài nán.,He complains that the work is too difficult.
承受,chéngshòu,to bear; support; endure; sustain,他承受着很大的工作压力。,Tā chéngshòuzhe hěn dà de gōngzuò yālì.,He's under a lot of pressure at work.
时尚,shíshàng,fashion; fad,年轻人追求时尚。,Niánqīngrén zhuīqiú shíshàng.,"Young people try to be trendy (lit. ""pursue the current fashion"")."
病毒,bìngdú,virus,病毒引起疾病。,Bìngdú yǐnqǐ jíbìng.,Viruses cause disease.
设备,shèbèi,equipment; facilities; installations,我准备更新我的电脑设备。,Wǒ zhǔnbèi gēngxīn wǒ de diànnǎo shèbèi.,I'm planning to update my computer equipment.
硬,yìng,hard; stiff; obstinately,与 硬 相对 的 是 软。,Yǔ yìng xiāngduì de shì ruǎn.,Hard is the opposite of soft.
娶,qǔ,marry (a wife); take a wife,他娶了她。,Tā qǔle tā.,He married her.
过分,guòfèn,excessive; overly,你的要求很过分！,Nǐ de yāoqiú hěn guòfèn!,You're asking for too much!
投资,tóu zī,investment,他投资失败了。,Tā tóuzī shībài le.,His investment was a failure.
对象,duìxiàng,target; object; partner; boyfriend or girlfriend,,,
一致,yízhì,unanimous; identical (views or opinions); consistent,我们的看法一致。,Wǒmen de kànfǎ yīzhì.,We are identical in our views.
魅力,mèilì,charm; glamour; enchantment,她很有魅力。,Tā hěn yǒu mèilì.,She has a lot of charm.  ((She has a great deal of charm.))
实验,shíyàn,experiment; test,实验部分很重要。,Shíyàn bùfen hěn zhòngyào.,The experimental part is very important.
恋爱,liàn'ài,romantic love; be in love; love affair,他们恋爱了。,Tāmen liàn'ài le.,They're in love.
话题,huàtí,subject (of a talk or conversation),媒体炒作那个话题。,Méitǐ chǎozuò nèige huàtí.,The media hypes up that topic.
市场,shìchǎng,market,这是一个水果市场。,Zhè shì yī gè shuǐguǒ shìchǎng.,This is a fruit market.
团,tuán,round; ball; group; unite; dumpling; (mw for ball-like things),各个成员很团结。,Gègè chéngyuán hěn tuánjié.,All the members get along well together.
建筑,jiànzhù,a building; to construct; architecture,中国有很多古建筑。,Zhōngguó yǒu hěn duō gǔ jiànzhù.,There are many ancient buildings in China.
王子,wángzǐ,prince; son of a king,他在《天鹅湖》中扮演王子。,"Tā zài ""Tiān'é Hú"" zhōng bànyǎn wángzǐ.","He played the prince in ""Swan Lake."""
损失,sǔnshī,loss (financial); lose,火灾造成的损失严重。,Huǒzāi zàochéng de sǔnshī yánzhòng.,The fire caused a lot of damage.
自豪,zìháo,(feel a sense of) pride,,,
投入,tóurù,put into operation; throw into; to invest,他积极的投入工作。,Tā jījí de tóurù gōngzuò.,He actively threw himself into his work.
成熟,chéngshú,mature; ripe,小麦成熟了。,Xiǎomài chéngshú le.,The wheat has ripened.
表明,biǎomíng,make clear; make known,他表明了他的态度。,Tā biǎomíngle tā de tàidu.,He clearly indicated his attitude.
幅,fú,width of cloth; size; (mw for pictures paintings textiles),墙上挂着一幅画像。,Qiáng shàng guàzhe yì fú huàxiàng.,There's a portrait hanging on the wall.
骨头,gǔtou,bone; moral character,小狗喜欢吃骨头。,Xiǎogǒu xǐhuan chī gǔtou.,The little dog loves bones.
工具,gōngjù,tool; instrument; utensil,桌子上有很多工具。,Zhuōzi shàng yǒu hěn duō gōngjù.,There are many tools on the desk.
踩,cǎi,step upon; to tread; to stamp,他踩了爸爸一脚。,Tā cǎi le bàba yī jiǎo.,He stepped on his father's foot.
假如,jiǎrú,if; supposing; in case,假如天晴了，我就和你去爬山。,Jiǎrú tiān qíng le wǒ jiù hé nǐ qù páshān.,If the weather clears I will go climbing with you.
合同,hétong,contract,我们根据合同来办事。,Wǒmen gēnjù hétong lái bànshì.,We conduct our business in accordance with the contract.
争取,zhēngqǔ,fight for; compete for; strive,公司员工想要争取加薪。,Gōngsī yuángōng xiǎng yào zhēngqǔ jiā xīn.,The employees want to obtain a pay raise.
胸,xiōng,chest; bosom; heart,他的胸口有点痛。,Tā de xiōngkǒu yǒudiǎn tòng.,He has a little pain in his chest.
当地,dāngdì,local,这食品具有当地风味。,Zhè shípǐn jùyǒu dāngdì fēngwèi.,This food has a local flavor.
微笑,wēixiào,smile,,,
出口,chūkǒu,exit; speak; export,出口在左边。,Chūkǒu zài zuǒbian.,The entrance is on the left.
蛇,shé,snake; serpent,我 怕 蛇。,Wǒ pà shé.,I am afraid of snakes.
乖,guāi,(of a child) obedient; well-behaved; clever; perverse; contrary to reason,这匹马真乖。,Zhè pǐ mǎ zhēn guāi.,This horse is very well-behaved.
内部,nèibù,internal; interior; inside (part section),问题来自系统内部。,Wèntí láizì xìtǒng nèibù.,The problems comes from within the system.
姿势,zīshì,posture; position; pose,这个姿势不容易。,Zhège zīshì bù róngyì.,This is a difficult posture.
瞎,xiā,blind,他的眼睛瞎了。,Tā de yǎnjing xiā le.,He's blind.
卧室,wòshì,bedroom,我直接走向卧室。,Wǒ zhíjiē zǒuxiàng wòshì.,I go straight toward the bedroom.
手指,shǒuzhǐ,finger,她的手指很漂亮。,Tā de shǒuzhǐ hěn piàoliang.,Her fingers are very beautiful.
哎,āi,hey!; (interjection of surprise or dissatisfaction),哎呀，你看那是什么?,Āiyā nǐ kàn nà shì shénme?,Hey look!  What's that?
资格,zīgé,qualifications; seniority,我有教师资格。,Wǒ yǒu jiàoshī zīgé.,I'm qualified as a teacher.
辞职,cízhí,resign from a position,他工作很累，甚至想辞职。,Tā gōngzuò hěn lèi shènzhì xiǎng cízhí.,He was so tired because of his work that he even wanted to quit.
合法,héfǎ,lawful; legitimate; legal,这么做不合法。,Zhème zuò bù héfǎ.,It's illegal to do so.
搜索,sōusuǒ,search; look for something; scour,警察在搜索逃犯。,Jǐngchá zài sōusuǒ táofàn.,The police are searching for an escaped criminal.
工厂,gōngchǎng,factory,工厂生产产品。,Gōngchǎng shēngchǎn chǎnpǐn.,The factory makes products.
独立,dúlì,independent,七月四日是美国的独立日。,Qīyuè sì rì shì Měiguó de dúlì rì.,The fourth of July is Independence Day in the U.S.
决赛,juésài,finals (of a competition); final match,我们进入了决赛。,Wǒmen jìnrùle juésài.,We made it to the finals.
网络,wǎngluò,network,我们的生活离不开网络。,Wǒmen de shēnghuó lí bu kāi wǎngluò.,The Internet is an inseparable part of our lives.
毛病,máobing,fault; bad habit; shortcoming,,,
晕,yūn,dizzy; to faint,她感到头晕。,Tā gǎndào tóuyūn.,She feels dizzy.
公开,gōngkāi,public; make public,新议员首次公开露面。,Xīn yìyuán shǒucì gōngkāi lòumiàn.,The new legislators made their first public appearance.
观点,guāndiǎn,point of view; standpoint,请说明你的观点。,Qǐng shuōmíng nǐ de guāndiǎn.,Please explain your point of view.
说不定,shuōbudìng,can't say for sure; perhaps; maybe,,,
交换,jiāohuàn,to exchange; to swap; to switch,他们互相交换名片。,Tāmen hùxiāng jiāohuàn míngpiàn.,They're exchanging their name cards.
拥抱,yōngbào,embrace; to hug,他们相互拥抱。,Tāmen xiānghù yōngbào.,They hugged each other.
万一,wànyī,just in case; if by any chance,带上伞吧，万一要下雨呢。,Dài shàng sǎn ba wànyī yào xià yǔ ne.,Bring an umbrella in case it rains.
发明,fāmíng,invent,这项发明促进了这家公司的发展。,Zhèxiàng fāmíng cùjìn le zhèjiā gōngsī de fāzhǎn.,This invention accelerated this company's development.
重大,zhòngdà,great; important; major,今天有什么重大新闻？,Jīntiān yǒu shénme zhòngdà xīnwén?,Is there any big news today?
组合,zǔhé,assemble; combination,餐厅名是夫妻两个人名字的组合。,Cāntīng míng shì fūqī liǎng gè rén míngzi de zǔhé.,The restaurant's name is a combination of the husband and wife's first names.
思想,sīxiǎng,thought; thinking; idea; ideology,毛泽东的思想影响了很多人。,Máo Zédōng de sīxiǎng yǐngxiǎng le hěn duō rén.,Mao Zedong's philosophies influenced many people.
针对,zhēnduì,in connection with; directed towards,他针对这件事发表看法。,Tā zhēnduì zhèjiàn shì fābiǎo kànfǎ.,He expressed his views on this matter.
具体,jùtǐ,concrete; definite; specific,具体应该怎么做？,Jùtǐ yīnggāi zěnme zuò?,What exactly should we do?
领导,lǐngdǎo,to lead; leader; leadership,他是我们部门的领导。,Tā shì wǒmen bùmén de lǐngdǎo.,He is our department leader.
主题,zhǔtí,theme; subject; topic,你的文章没有主题。,Nǐ de wénzhāng méiyǒu zhǔtí.,Your article doesn't have a theme.
牙齿,yáchǐ,tooth,她的牙齿很白。,Tā de yáchǐ hěn bái.,Her teeth are very white.
绕,rào,to wind; to coil; move round,湖的周围环绕着很多树。,Hú de zhōuwéi huánràozhe hěn duō shù.,There are many trees around the lake.
主任,zhǔrèn,director; head; chief,邓 主任 认为 这 个 会议 很 重要。,Dèng zhǔrèn rènwéi zhège huìyì hěn zhòngyào.,Director Deng considers this meeting to be important.
系领带,jìlǐngdài,tie a neck tie,,,
